table_name,table_description,column_name,ordinal_position,data_type,character_maximum_length,is_nullable,column_default,column_description,is_primary_key,foreign_key_references
protected_characteristics,"Protected characteristics of the victim recorded as motivating the offence, on a submitted adjudication.",characteristic,3,character varying,20,NO,,"One of AGE, DISABILITY, GENDER_REASSIGN, MARRIAGE_AND_CP, PREGNANCY_AND_MAT, RACE, RELIGION, SEX, SEX_ORIENTATION.",N,
protected_characteristics,"Protected characteristics of the victim recorded as motivating the offence, on a submitted adjudication.",create_user_id,4,character varying,32,NO,,,N,
protected_characteristics,"Protected characteristics of the victim recorded as motivating the offence, on a submitted adjudication.",create_datetime,5,timestamp without time zone,,NO,,,N,
protected_characteristics,"Protected characteristics of the victim recorded as motivating the offence, on a submitted adjudication.",modify_user_id,6,character varying,32,YES,,,N,
protected_characteristics,"Protected characteristics of the victim recorded as motivating the offence, on a submitted adjudication.",modify_datetime,7,timestamp without time zone,,YES,,,N,
punishment,A punishment (NOMIS calls these awards or sanctions) given on a charge where the outcome was CHARGE_PROVED. The duration or amount is not held here but on the linked punishment_schedule rows. ADDITIONAL_DAYS and PROSPECTIVE_DAYS punishments are the added days that feed sentence calculation via the adjustments service.,id,1,integer,,NO,nextval('punishment_id_seq'::regclass),,Y,
punishment,A punishment (NOMIS calls these awards or sanctions) given on a charge where the outcome was CHARGE_PROVED. The duration or amount is not held here but on the linked punishment_schedule rows. ADDITIONAL_DAYS and PROSPECTIVE_DAYS punishments are the added days that feed sentence calculation via the adjustments service.,reported_adjudication_fk_id,2,bigint,,YES,,Foreign key to reported_adjudications.,N,reported_adjudications
punishment,A punishment (NOMIS calls these awards or sanctions) given on a charge where the outcome was CHARGE_PROVED. The duration or amount is not held here but on the linked punishment_schedule rows. ADDITIONAL_DAYS and PROSPECTIVE_DAYS punishments are the added days that feed sentence calculation via the adjustments service.,type,3,character varying,32,NO,,"Type of punishment. One of PRIVILEGE (loss of privileges - see privilege_type), EARNINGS (stoppage of earnings - see stoppage_percentage), CONFINEMENT (cellular confinement), REMOVAL_ACTIVITY, EXCLUSION_WORK, EXTRA_WORK, REMOVAL_WING, ADDITIONAL_DAYS (added days awarded, ADA), PROSPECTIVE_DAYS (prospective added days, PADA - awarded where the prisoner is not yet sentenced), CAUTION, DAMAGES_OWED (money owed for damage - see amount), PAYBACK (payback punishment, measured in hours).",N,
punishment,A punishment (NOMIS calls these awards or sanctions) given on a charge where the outcome was CHARGE_PROVED. The duration or amount is not held here but on the linked punishment_schedule rows. ADDITIONAL_DAYS and PROSPECTIVE_DAYS punishments are the added days that feed sentence calculation via the adjustments service.,privilege_type,4,character varying,32,YES,,"Which privilege was lost. One of CANTEEN, FACILITIES, MONEY, TV, ASSOCIATION, GYM, OTHER. Null unless type is PRIVILEGE.",N,
punishment,A punishment (NOMIS calls these awards or sanctions) given on a charge where the outcome was CHARGE_PROVED. The duration or amount is not held here but on the linked punishment_schedule rows. ADDITIONAL_DAYS and PROSPECTIVE_DAYS punishments are the added days that feed sentence calculation via the adjustments service.,other_privilege,5,character varying,32,YES,,"Free text description of the privilege lost, when privilege_type is OTHER.",N,
punishment,A punishment (NOMIS calls these awards or sanctions) given on a charge where the outcome was CHARGE_PROVED. The duration or amount is not held here but on the linked punishment_schedule rows. ADDITIONAL_DAYS and PROSPECTIVE_DAYS punishments are the added days that feed sentence calculation via the adjustments service.,stoppage_percentage,6,integer,,YES,,Percentage of earnings stopped. Null unless type is EARNINGS.,N,
punishment,A punishment (NOMIS calls these awards or sanctions) given on a charge where the outcome was CHARGE_PROVED. The duration or amount is not held here but on the linked punishment_schedule rows. ADDITIONAL_DAYS and PROSPECTIVE_DAYS punishments are the added days that feed sentence calculation via the adjustments service.,create_user_id,7,character varying,32,NO,,,N,
punishment,A punishment (NOMIS calls these awards or sanctions) given on a charge where the outcome was CHARGE_PROVED. The duration or amount is not held here but on the linked punishment_schedule rows. ADDITIONAL_DAYS and PROSPECTIVE_DAYS punishments are the added days that feed sentence calculation via the adjustments service.,create_datetime,8,timestamp without time zone,,NO,,,N,
punishment,A punishment (NOMIS calls these awards or sanctions) given on a charge where the outcome was CHARGE_PROVED. The duration or amount is not held here but on the linked punishment_schedule rows. ADDITIONAL_DAYS and PROSPECTIVE_DAYS punishments are the added days that feed sentence calculation via the adjustments service.,modify_user_id,9,character varying,32,YES,,,N,
punishment,A punishment (NOMIS calls these awards or sanctions) given on a charge where the outcome was CHARGE_PROVED. The duration or amount is not held here but on the linked punishment_schedule rows. ADDITIONAL_DAYS and PROSPECTIVE_DAYS punishments are the added days that feed sentence calculation via the adjustments service.,modify_datetime,10,timestamp without time zone,,YES,,,N,
punishment,A punishment (NOMIS calls these awards or sanctions) given on a charge where the outcome was CHARGE_PROVED. The duration or amount is not held here but on the linked punishment_schedule rows. ADDITIONAL_DAYS and PROSPECTIVE_DAYS punishments are the added days that feed sentence calculation via the adjustments service.,activated_by_charge_number,12,character varying,16,YES,,Charge number of the later adjudication that activated this suspended punishment. Null while the punishment remains suspended or was never suspended.,N,
punishment,A punishment (NOMIS calls these awards or sanctions) given on a charge where the outcome was CHARGE_PROVED. The duration or amount is not held here but on the linked punishment_schedule rows. ADDITIONAL_DAYS and PROSPECTIVE_DAYS punishments are the added days that feed sentence calculation via the adjustments service.,suspended_until,13,date,,YES,,Date the punishment is suspended until. Non-null means the punishment is suspended and not currently in force. Mirrors the suspended_until on the latest punishment_schedule row.,N,
punishment,A punishment (NOMIS calls these awards or sanctions) given on a charge where the outcome was CHARGE_PROVED. The duration or amount is not held here but on the linked punishment_schedule rows. ADDITIONAL_DAYS and PROSPECTIVE_DAYS punishments are the added days that feed sentence calculation via the adjustments service.,sanction_seq,14,bigint,,YES,,NOMIS OFFENDER_OIC_SANCTIONS.SANCTION_SEQ. With reported_adjudications.offender_booking_id this forms the composite key of the matching NOMIS sanction row.,N,
punishment,A punishment (NOMIS calls these awards or sanctions) given on a charge where the outcome was CHARGE_PROVED. The duration or amount is not held here but on the linked punishment_schedule rows. ADDITIONAL_DAYS and PROSPECTIVE_DAYS punishments are the added days that feed sentence calculation via the adjustments service.,amount,15,numeric,,YES,,"Amount of money owed, in pounds. Null unless type is DAMAGES_OWED.",N,
punishment,A punishment (NOMIS calls these awards or sanctions) given on a charge where the outcome was CHARGE_PROVED. The duration or amount is not held here but on the linked punishment_schedule rows. ADDITIONAL_DAYS and PROSPECTIVE_DAYS punishments are the added days that feed sentence calculation via the adjustments service.,deleted,16,boolean,,YES,,"Soft delete flag. Rows where this is true are excluded everywhere; queries must filter on ""deleted is not true"".",N,
punishment,A punishment (NOMIS calls these awards or sanctions) given on a charge where the outcome was CHARGE_PROVED. The duration or amount is not held here but on the linked punishment_schedule rows. ADDITIONAL_DAYS and PROSPECTIVE_DAYS punishments are the added days that feed sentence calculation via the adjustments service.,consecutive_to_charge_number,17,character varying,16,YES,,Charge number this punishment runs consecutively to. Used for added days that follow on from an award on an earlier charge.,N,
punishment,A punishment (NOMIS calls these awards or sanctions) given on a charge where the outcome was CHARGE_PROVED. The duration or amount is not held here but on the linked punishment_schedule rows. ADDITIONAL_DAYS and PROSPECTIVE_DAYS punishments are the added days that feed sentence calculation via the adjustments service.,nomis_status,19,character varying,32,YES,,"NOMIS sanction status (reference domain OIC_SANCT_ST) for records that came from or were synchronised to NOMIS. Values include IMMEDIATE, PROSPECTIVE, SUSPENDED, SUSP_PROSP, QUASHED, AWARD_RED, REDAPP, SUSPEN_RED, SUSPEN_EXT, AS_AWARDED.",N,
punishment,A punishment (NOMIS calls these awards or sanctions) given on a charge where the outcome was CHARGE_PROVED. The duration or amount is not held here but on the linked punishment_schedule rows. ADDITIONAL_DAYS and PROSPECTIVE_DAYS punishments are the added days that feed sentence calculation via the adjustments service.,punishment_pre_migrate_id,20,integer,,YES,,Legacy column from the NOMIS migration. The table it referenced was dropped in V91 and it is no longer populated.,N,
punishment,A punishment (NOMIS calls these awards or sanctions) given on a charge where the outcome was CHARGE_PROVED. The duration or amount is not held here but on the linked punishment_schedule rows. ADDITIONAL_DAYS and PROSPECTIVE_DAYS punishments are the added days that feed sentence calculation via the adjustments service.,actual_created_date,21,timestamp without time zone,,YES,,"The real date the punishment was awarded, as opposed to create_datetime which for migrated records is the date of the migration run. Use this for chronology.",N,
punishment,A punishment (NOMIS calls these awards or sanctions) given on a charge where the outcome was CHARGE_PROVED. The duration or amount is not held here but on the linked punishment_schedule rows. ADDITIONAL_DAYS and PROSPECTIVE_DAYS punishments are the added days that feed sentence calculation via the adjustments service.,payback_notes,22,character varying,4000,YES,,Free text description of the payback work required. Null unless type is PAYBACK.,N,
punishment,A punishment (NOMIS calls these awards or sanctions) given on a charge where the outcome was CHARGE_PROVED. The duration or amount is not held here but on the linked punishment_schedule rows. ADDITIONAL_DAYS and PROSPECTIVE_DAYS punishments are the added days that feed sentence calculation via the adjustments service.,rehab_not_completed_outcome,23,character varying,32,YES,,"What was decided when rehabilitative activities were not completed. One of FULL_ACTIVATE, PARTIAL_ACTIVATE, EXT_SUSPEND, NO_ACTION.",N,
punishment,A punishment (NOMIS calls these awards or sanctions) given on a charge where the outcome was CHARGE_PROVED. The duration or amount is not held here but on the linked punishment_schedule rows. ADDITIONAL_DAYS and PROSPECTIVE_DAYS punishments are the added days that feed sentence calculation via the adjustments service.,rehab_completed,24,boolean,,YES,,Whether the attached rehabilitative activities were completed. Null where no rehabilitative activity applies or the outcome has not yet been recorded.,N,
punishment,A punishment (NOMIS calls these awards or sanctions) given on a charge where the outcome was CHARGE_PROVED. The duration or amount is not held here but on the linked punishment_schedule rows. ADDITIONAL_DAYS and PROSPECTIVE_DAYS punishments are the added days that feed sentence calculation via the adjustments service.,has_child_under_18,25,boolean,,YES,,,N,
punishment_comments,"Free text notes recorded against the punishments on a charge, including the reason for any change made on appeal or correction.",id,1,integer,,NO,nextval('punishment_comments_id_seq'::regclass),,Y,
punishment_comments,"Free text notes recorded against the punishments on a charge, including the reason for any change made on appeal or correction.",reported_adjudication_fk_id,2,bigint,,YES,,Foreign key to reported_adjudications.,N,reported_adjudications
punishment_comments,"Free text notes recorded against the punishments on a charge, including the reason for any change made on appeal or correction.",comment,3,character varying,4000,NO,,The note text.,N,
punishment_comments,"Free text notes recorded against the punishments on a charge, including the reason for any change made on appeal or correction.",create_user_id,4,character varying,32,NO,,,N,
punishment_comments,"Free text notes recorded against the punishments on a charge, including the reason for any change made on appeal or correction.",create_datetime,5,timestamp without time zone,,NO,,,N,
punishment_comments,"Free text notes recorded against the punishments on a charge, including the reason for any change made on appeal or correction.",modify_user_id,6,character varying,32,YES,,,N,
punishment_comments,"Free text notes recorded against the punishments on a charge, including the reason for any change made on appeal or correction.",modify_datetime,7,timestamp without time zone,,YES,,,N,
punishment_comments,"Free text notes recorded against the punishments on a charge, including the reason for any change made on appeal or correction.",reason_for_change,9,character varying,32,YES,,"Why the punishments were changed. One of APPEAL, CORRECTION, OTHER, GOV_OR_DIRECTOR.",N,
punishment_comments,"Free text notes recorded against the punishments on a charge, including the reason for any change made on appeal or correction.",nomis_created_by,10,character varying,32,YES,,"Username of the NOMIS user who created the comment, for migrated records. Takes precedence over create_user_id when displaying the author.",N,
punishment_comments,"Free text notes recorded against the punishments on a charge, including the reason for any change made on appeal or correction.",actual_created_date,11,timestamp without time zone,,YES,,"The real date the comment was made, as opposed to create_datetime which for migrated records is the date of the migration run.",N,
punishment_schedule,"The duration and dates of a punishment. A punishment gains a new schedule row each time it is amended, so this table is a history: take the row with the greatest create_datetime for a given punishment_fk_id to get the current position.",id,1,integer,,NO,nextval('punishment_schedule_id_seq'::regclass),,Y,
punishment_schedule,"The duration and dates of a punishment. A punishment gains a new schedule row each time it is amended, so this table is a history: take the row with the greatest create_datetime for a given punishment_fk_id to get the current position.",punishment_fk_id,2,bigint,,YES,,Foreign key to punishment.,N,punishment
punishment_schedule,"The duration and dates of a punishment. A punishment gains a new schedule row each time it is amended, so this table is a history: take the row with the greatest create_datetime for a given punishment_fk_id to get the current position.",duration,3,integer,,YES,,"Length of the punishment, in the unit given by measurement. This is the added days count for ADDITIONAL_DAYS and PROSPECTIVE_DAYS punishments. Renamed from ""days"" in V115 when payback punishments introduced hours.",N,
punishment_schedule,"The duration and dates of a punishment. A punishment gains a new schedule row each time it is amended, so this table is a history: take the row with the greatest create_datetime for a given punishment_fk_id to get the current position.",start_date,4,date,,YES,,"Date the punishment starts. Not set for added days, which take effect through a sentence adjustment rather than a date range.",N,
punishment_schedule,"The duration and dates of a punishment. A punishment gains a new schedule row each time it is amended, so this table is a history: take the row with the greatest create_datetime for a given punishment_fk_id to get the current position.",end_date,5,date,,YES,,Date the punishment ends. Not set for added days.,N,
punishment_schedule,"The duration and dates of a punishment. A punishment gains a new schedule row each time it is amended, so this table is a history: take the row with the greatest create_datetime for a given punishment_fk_id to get the current position.",suspended_until,6,date,,YES,,Date the punishment is suspended until. Non-null means the punishment was suspended as at this schedule row.,N,
punishment_schedule,"The duration and dates of a punishment. A punishment gains a new schedule row each time it is amended, so this table is a history: take the row with the greatest create_datetime for a given punishment_fk_id to get the current position.",create_user_id,7,character varying,32,NO,,,N,
punishment_schedule,"The duration and dates of a punishment. A punishment gains a new schedule row each time it is amended, so this table is a history: take the row with the greatest create_datetime for a given punishment_fk_id to get the current position.",create_datetime,8,timestamp without time zone,,NO,,,N,
punishment_schedule,"The duration and dates of a punishment. A punishment gains a new schedule row each time it is amended, so this table is a history: take the row with the greatest create_datetime for a given punishment_fk_id to get the current position.",modify_user_id,9,character varying,32,YES,,,N,
punishment_schedule,"The duration and dates of a punishment. A punishment gains a new schedule row each time it is amended, so this table is a history: take the row with the greatest create_datetime for a given punishment_fk_id to get the current position.",modify_datetime,10,timestamp without time zone,,YES,,,N,
punishment_schedule,"The duration and dates of a punishment. A punishment gains a new schedule row each time it is amended, so this table is a history: take the row with the greatest create_datetime for a given punishment_fk_id to get the current position.",measurement,12,character varying,16,NO,'DAYS'::character varying,"Unit of duration. One of DAYS, HOURS. HOURS is used only by PAYBACK punishments.",N,
rehabilitative_activity,"Rehabilitative activities attached to a suspended punishment as a condition of the suspension. Not available for added days, cautions, damages owed or payback punishments.",id,1,integer,,NO,nextval('rehabilitative_activity_id_seq'::regclass),,Y,
rehabilitative_activity,"Rehabilitative activities attached to a suspended punishment as a condition of the suspension. Not available for added days, cautions, damages owed or payback punishments.",punishment_fk_id,2,bigint,,YES,,Foreign key to punishment.,N,punishment
rehabilitative_activity,"Rehabilitative activities attached to a suspended punishment as a condition of the suspension. Not available for added days, cautions, damages owed or payback punishments.",details,3,character varying,4000,YES,,Description of the activity the prisoner must complete.,N,
rehabilitative_activity,"Rehabilitative activities attached to a suspended punishment as a condition of the suspension. Not available for added days, cautions, damages owed or payback punishments.",monitor,4,character varying,32,YES,,Name of the person responsible for monitoring the activity.,N,
rehabilitative_activity,"Rehabilitative activities attached to a suspended punishment as a condition of the suspension. Not available for added days, cautions, damages owed or payback punishments.",end_date,5,timestamp without time zone,,YES,,Date the activity must be completed by.,N,
rehabilitative_activity,"Rehabilitative activities attached to a suspended punishment as a condition of the suspension. Not available for added days, cautions, damages owed or payback punishments.",total_sessions,6,integer,,YES,,Number of sessions the prisoner must attend.,N,
rehabilitative_activity,"Rehabilitative activities attached to a suspended punishment as a condition of the suspension. Not available for added days, cautions, damages owed or payback punishments.",completed,7,boolean,,YES,,Whether this individual activity was completed. The overall decision is held on punishment.rehab_completed.,N,
rehabilitative_activity,"Rehabilitative activities attached to a suspended punishment as a condition of the suspension. Not available for added days, cautions, damages owed or payback punishments.",create_user_id,9,character varying,32,NO,,,N,
rehabilitative_activity,"Rehabilitative activities attached to a suspended punishment as a condition of the suspension. Not available for added days, cautions, damages owed or payback punishments.",create_datetime,10,timestamp without time zone,,NO,,,N,
rehabilitative_activity,"Rehabilitative activities attached to a suspended punishment as a condition of the suspension. Not available for added days, cautions, damages owed or payback punishments.",modify_user_id,11,character varying,32,YES,,,N,
rehabilitative_activity,"Rehabilitative activities attached to a suspended punishment as a condition of the suspension. Not available for added days, cautions, damages owed or payback punishments.",modify_datetime,12,timestamp without time zone,,YES,,,N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",id,1,integer,,NO,nextval('reported_adjudications_id_seq'::regclass),,Y,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",prisoner_number,2,character varying,7,NO,,NOMIS offender number (noms id) of the prisoner charged.,N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",charge_number,4,character varying,16,NO,,"Business key for the charge, unique across the service. Format is <agency><6 digit sequence> for DPS-raised charges (for example MDI001234); migrated NOMIS charges use the NOMIS charge number, suffixed -<n> where one NOMIS incident split into several DPS charges.",N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",originating_agency_id,5,character varying,6,NO,,Agency (prison) code where the incident was reported. Together with override_agency_id this controls which caseload may see and action the record.,N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",date_time_of_incident,6,timestamp without time zone,,NO,,When the incident occurred.,N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",handover_deadline,7,timestamp without time zone,,NO,,"Deadline for issuing the notice of report to the prisoner, calculated as 48 hours after discovery.",N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",location_id,8,bigint,,YES,,Legacy NOMIS internal location id where the incident occurred. Superseded by location_uuid.,N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",statement,9,character varying,,NO,,The reporting officer's free text account of the incident.,N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",create_user_id,10,character varying,32,NO,,,N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",create_datetime,11,timestamp without time zone,,NO,,,N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",modify_user_id,12,character varying,32,YES,,,N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",modify_datetime,13,timestamp without time zone,,YES,,,N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",incident_role_code,14,character varying,5,YES,,"Paragraph 25 role code. Null means the prisoner committed the offence alone. 25a = attempts to commit, 25b = incites another to commit, 25c = assists another to commit.",N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",incident_role_associated_prisoners_number,15,character varying,7,YES,,"NOMIS offender number of the other prisoner involved, where the role code requires one.",N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",status,16,character varying,32,NO,'AWAITING_REVIEW'::character varying,"Current state of the charge. One of AWAITING_REVIEW, RETURNED, REJECTED, ACCEPTED (deprecated), UNSCHEDULED, SCHEDULED, ADJOURNED, REFER_POLICE, REFER_INAD, REFER_GOV, PROSECUTION, DISMISSED, NOT_PROCEED, CHARGE_PROVED, QUASHED, INVALID_OUTCOME, INVALID_SUSPENDED, INVALID_ADA. Derived from the latest outcome by ReportedAdjudication.calculateStatus(). The three INVALID_* values flag data inconsistencies inherited from the NOMIS migration rather than real states.",N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",status_reason,17,character varying,128,YES,,Reason code recorded when the reviewer rejected or returned the report.,N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",status_details,18,character varying,4000,YES,,Free text the reviewer gave alongside status_reason.,N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",is_youth_offender,19,boolean,,NO,false,True when the YOI rule set applies rather than the adult rule set.,N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",review_user_id,20,character varying,32,YES,,"DPS username of the reviewer who accepted, rejected or returned the report.",N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",incident_role_associated_prisoners_name,21,character varying,100,YES,,"Name of the other prisoner involved, held where they cannot be looked up.",N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",date_time_of_discovery,23,timestamp without time zone,,NO,,When the incident was discovered. Equal to the incident date unless it was found later; the 48 hour notice clock runs from here.,N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",gender,24,character varying,12,NO,'MALE'::character varying,"Prisoner gender, used to select the correct wording of offence paragraphs. One of MALE, FEMALE.",N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",issuing_officer,25,character varying,32,YES,,DPS username of the officer who most recently issued the notice of report (DIS1/2) to the prisoner.,N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",date_time_of_issue,26,timestamp without time zone,,YES,,When the notice of report was most recently issued. Full history is in dis_issue_history.,N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",date_time_of_first_hearing,27,timestamp without time zone,,YES,,"Denormalised date of the earliest hearing, maintained for reporting and sorting.",N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",override_agency_id,29,character varying,6,YES,,"Agency code the prisoner transferred to after the charge was raised, set by TransferService from prisoner movement events. Null when there has been no transfer.",N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",last_modified_agency_id,30,character varying,6,YES,,Agency code of the establishment that last changed the record.,N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",agency_incident_id,31,bigint,,YES,,NOMIS AGENCY_INCIDENT_ID the charge came from. Populated on migrated records and on records synchronised back to NOMIS.,N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",migrated,32,boolean,,NO,false,True when the record was migrated from NOMIS rather than raised in DPS.,N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",offender_booking_id,33,bigint,,YES,,NOMIS OFFENDER_BOOK_ID for the booking the charge belongs to. Use this to join to NOMIS sentence and sanction data.,N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",status_before_migration,34,character varying,32,YES,,Status the charge held in NOMIS before migration. Populated on migrated records only.,N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",created_on_behalf_of_officer,35,character varying,32,YES,,"Name of the officer the report was created on behalf of, when someone else entered it for them.",N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",created_on_behalf_of_reason,36,character varying,4000,YES,,Reason the report was created on behalf of another officer.,N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",migrated_inactive_prisoner,37,boolean,,NO,false,True when the record was migrated for a prisoner who was no longer active. These records are excluded from the INVALID_* status checks because their data cannot be corrected.,N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",migrated_split_record,38,boolean,,NO,false,True when a single NOMIS charge was split into multiple DPS charges during migration.,N,
reported_adjudications,"A submitted adjudication charge - the root record for everything that follows (hearings, outcomes and punishments). One row per charge, not per incident: an incident involving several prisoners, or several offences, produces several rows. Includes records migrated from NOMIS as well as those raised in DPS.",date_time_resubmitted,39,timestamp without time zone,,YES,,"When a returned report was resubmitted for review. Where set, this is treated as the report's created date in the API.",N,
